Filename,Is_nonempty,Location,Heading,Ship
20171106_184806_Location-6A_Heading-East_Ship-Cruiser-2.jpg,1,6A,East,Cruiser-2
20171106_184824_Location-6B_Heading-East_Ship-Freighter.jpg,1,6B,East,Freighter
20171106_184834_Location-2C_Heading-East_Ship-Cruiser-1.jpg,1,2C,East,Cruiser-1
20171106_184843_Location-7B_Heading-East_Ship-Freighter.jpg,1,7B,East,Freighter
20171106_184858_Location-2A_Heading-West_Ship-Cruiser-1.jpg,1,2A,West,Cruiser-1
20171106_184917_Location-5B_Heading-East_Ship-Cruiser-2.jpg,1,5B,East,Cruiser-2
20171106_184935_Location-7A_Heading-East_Ship-Fishing-2.jpg,1,7A,East,Fishing-2
20171106_184950_Location-6B_Heading-West_Ship-Cruiser-2.jpg,1,6B,West,Cruiser-2
20171106_185020_Location-7D_Heading-West_Ship-Freighter.jpg,1,7D,West,Freighter
20171106_185028_Location-2B_Heading-East_Ship-Freighter.jpg,1,2B,East,Freighter
20171106_185036_Location-4A_Heading-East_Ship-Cruiser-2.jpg,1,4A,East,Cruiser-2
20171106_185044_Location-7C_Heading-West_Ship-Fishing-1.jpg,1,7C,West,Fishing-1
20171106_185109_Location-1B_Heading-East_Ship-Cruiser-3.jpg,1,1B,East,Cruiser-3
20171106_185128_Empty.jpg,0,,,
20171106_185156_Location-5A_Heading-East_Ship-Freighter.jpg,1,5A,East,Freighter
20171106_185206_Location-6A_Heading-East_Ship-Fishing-1.jpg,1,6A,East,Fishing-1
20171106_185227_Location-7B_Heading-West_Ship-Freighter.jpg,1,7B,West,Freighter
20171106_185241_Location-7D_Heading-West_Ship-Fishing-2.jpg,1,7D,West,Fishing-2
20171106_185252_Location-1C_Heading-East_Ship-Cruiser-1.jpg,1,1C,East,Cruiser-1
20171106_185301_Location-2B_Heading-East_Ship-Freighter.jpg,1,2B,East,Freighter
20171106_185311_Location-1D_Heading-West_Ship-Cruiser-1.jpg,1,1D,West,Cruiser-1
20171106_185325_Location-1B_Heading-West_Ship-Fishing-2.jpg,1,1B,West,Fishing-2
20171106_185335_Location-5B_Heading-West_Ship-Freighter.jpg,1,5B,West,Freighter
20171106_185344_Location-5D_Heading-West_Ship-Freighter.jpg,1,5D,West,Freighter
20171106_185410_Empty.jpg,0,,,
20171106_185419_Location-7C_Heading-West_Ship-Cruiser-3.jpg,1,7C,West,Cruiser-3
20171106_185455_Location-6B_Heading-West_Ship-Freighter.jpg,1,6B,West,Freighter
20171106_185527_Location-2C_Heading-East_Ship-Cruiser-2.jpg,1,2C,East,Cruiser-2
20171106_185535_Location-5D_Heading-East_Ship-Freighter.jpg,1,5D,East,Freighter
20171106_185553_Empty.jpg,0,,,
20171106_185636_Location-7D_Heading-East_Ship-Cruiser-2.jpg,1,7D,East,Cruiser-2
20171106_185654_Empty.jpg,0,,,
20171106_185706_Location-1A_Heading-East_Ship-Fishing-1.jpg,1,1A,East,Fishing-1
20171106_185724_Location-4D_Heading-East_Ship-Fishing-2.jpg,1,4D,East,Fishing-2
20171106_185735_Location-3C_Heading-East_Ship-Cruiser-3.jpg,1,3C,East,Cruiser-3
20171106_185745_Location-3D_Heading-East_Ship-Cruiser-2.jpg,1,3D,East,Cruiser-2
20171106_185757_Location-5C_Heading-East_Ship-Cruiser-2.jpg,1,5C,East,Cruiser-2
20171106_185815_Empty.jpg,0,,,
20171106_185823_Location-5C_Heading-East_Ship-Fishing-1.jpg,1,5C,East,Fishing-1
20171106_185847_Location-7C_Heading-West_Ship-Fishing-2.jpg,1,7C,West,Fishing-2
20171106_185857_Location-6A_Heading-West_Ship-Fishing-2.jpg,1,6A,West,Fishing-2
20171106_185919_Location-3C_Heading-West_Ship-Cruiser-3.jpg,1,3C,West,Cruiser-3
20171106_185929_Location-6C_Heading-East_Ship-Cruiser-3.jpg,1,6C,East,Cruiser-3
20171106_185940_Location-7B_Heading-West_Ship-Cruiser-1.jpg,1,7B,West,Cruiser-1
20171106_185949_Location-4D_Heading-East_Ship-Freighter.jpg,1,4D,East,Freighter
20171106_185957_Empty.jpg,0,,,
20171106_190025_Location-2D_Heading-East_Ship-Fishing-2.jpg,1,2D,East,Fishing-2
20171106_190039_Location-3C_Heading-West_Ship-Fishing-2.jpg,1,3C,West,Fishing-2
20171106_190050_Location-3D_Heading-West_Ship-Cruiser-2.jpg,1,3D,West,Cruiser-2
20171106_190117_Location-1A_Heading-East_Ship-Freighter.jpg,1,1A,East,Freighter
20171106_190133_Empty.jpg,0,,,
20171106_190353_Location-3D_Heading-East_Ship-Cruiser-3.jpg,1,3D,East,Cruiser-3
20171106_190419_Empty.jpg,0,,,
20171106_190429_Location-7D_Heading-East_Ship-Cruiser-2.jpg,1,7D,East,Cruiser-2
20171106_190453_Empty.jpg,0,,,
20171106_190457_Location-3A_Heading-East_Ship-Cruiser-2.jpg,1,3A,East,Cruiser-2
20171106_190513_Location-7A_Heading-East_Ship-Fishing-1.jpg,1,7A,East,Fishing-1
20171106_190537_Location-7C_Heading-West_Ship-Fishing-1.jpg,1,7C,West,Fishing-1
20171106_190550_Location-5C_Heading-West_Ship-Cruiser-1.jpg,1,5C,West,Cruiser-1
20171106_190559_Location-3A_Heading-West_Ship-Cruiser-3.jpg,1,3A,West,Cruiser-3
20171106_190621_Empty.jpg,0,,,
20171106_190635_Location-4D_Heading-East_Ship-Fishing-1.jpg,1,4D,East,Fishing-1
20171106_190648_Location-6C_Heading-East_Ship-Cruiser-3.jpg,1,6C,East,Cruiser-3
20171106_190702_Location-7C_Heading-West_Ship-Cruiser-3.jpg,1,7C,West,Cruiser-3
20171106_190713_Empty.jpg,0,,,
20171106_190829_Location-2C_Heading-West_Ship-Fishing-1.jpg,1,2C,West,Fishing-1
20171106_190846_Location-7D_Heading-East_Ship-Fishing-2.jpg,1,7D,East,Fishing-2
20171106_190854_Location-2D_Heading-West_Ship-Cruiser-3.jpg,1,2D,West,Cruiser-3
20171106_190906_Location-6B_Heading-East_Ship-Cruiser-2.jpg,1,6B,East,Cruiser-2
20171106_190933_Location-6D_Heading-West_Ship-Cruiser-1.jpg,1,6D,West,Cruiser-1
20171106_190947_Location-1A_Heading-West_Ship-Freighter.jpg,1,1A,West,Freighter
20171106_190959_Location-7B_Heading-West_Ship-Freighter.jpg,1,7B,West,Freighter
20171106_191009_Location-4D_Heading-West_Ship-Cruiser-1.jpg,1,4D,West,Cruiser-1
20171106_191021_Location-2B_Heading-East_Ship-Fishing-1.jpg,1,2B,East,Fishing-1
20171106_191030_Location-1D_Heading-West_Ship-Cruiser-3.jpg,1,1D,West,Cruiser-3
20171106_191048_Location-5C_Heading-West_Ship-Cruiser-3.jpg,1,5C,West,Cruiser-3
20171106_191059_Location-7B_Heading-West_Ship-Cruiser-1.jpg,1,7B,West,Cruiser-1
20171106_191108_Empty.jpg,0,,,
20171106_191122_Location-3A_Heading-West_Ship-Cruiser-2.jpg,1,3A,West,Cruiser-2
20171106_191132_Location-1A_Heading-West_Ship-Freighter.jpg,1,1A,West,Freighter
20171106_191141_Location-4C_Heading-East_Ship-Cruiser-2.jpg,1,4C,East,Cruiser-2
20171106_191151_Location-7D_Heading-East_Ship-Cruiser-3.jpg,1,7D,East,Cruiser-3
20171106_191210_Location-7C_Heading-West_Ship-Fishing-2.jpg,1,7C,West,Fishing-2
20171106_191219_Location-5B_Heading-West_Ship-Cruiser-2.jpg,1,5B,West,Cruiser-2
20171106_191230_Location-7C_Heading-East_Ship-Cruiser-1.jpg,1,7C,East,Cruiser-1
20171106_191240_Location-2D_Heading-West_Ship-Cruiser-3.jpg,1,2D,West,Cruiser-3
20171106_191308_Location-2D_Heading-East_Ship-Fishing-2.jpg,1,2D,East,Fishing-2
20171106_191336_Location-5A_Heading-East_Ship-Cruiser-2.jpg,1,5A,East,Cruiser-2
20171106_191346_Location-2D_Heading-East_Ship-Cruiser-1.jpg,1,2D,East,Cruiser-1
20171106_191355_Location-7B_Heading-West_Ship-Fishing-1.jpg,1,7B,West,Fishing-1
20171106_191409_Empty.jpg,0,,,
20171106_191437_Location-7A_Heading-East_Ship-Cruiser-1.jpg,1,7A,East,Cruiser-1
20171106_191447_Location-3D_Heading-West_Ship-Fishing-2.jpg,1,3D,West,Fishing-2
20171106_191458_Location-4A_Heading-East_Ship-Fishing-2.jpg,1,4A,East,Fishing-2
20171106_191506_Location-7C_Heading-East_Ship-Fishing-1.jpg,1,7C,East,Fishing-1
20171106_191517_Location-4B_Heading-West_Ship-Freighter.jpg,1,4B,West,Freighter
20171106_191618_Location-2D_Heading-West_Ship-Freighter.jpg,1,2D,West,Freighter
20171106_191625_Empty.jpg,0,,,
20171106_191637_Location-6D_Heading-East_Ship-Fishing-2.jpg,1,6D,East,Fishing-2
20171106_191707_Location-7A_Heading-East_Ship-Cruiser-2.jpg,1,7A,East,Cruiser-2
20171106_191719_Location-4D_Heading-East_Ship-Cruiser-1.jpg,1,4D,East,Cruiser-1
20171106_191739_Location-7D_Heading-West_Ship-Fishing-1.jpg,1,7D,West,Fishing-1
20171106_191759_Location-5B_Heading-East_Ship-Freighter.jpg,1,5B,East,Freighter
20171106_191819_Location-4A_Heading-East_Ship-Fishing-1.jpg,1,4A,East,Fishing-1
20171106_191833_Location-1A_Heading-West_Ship-Fishing-1.jpg,1,1A,West,Fishing-1
20171106_191840_Location-7B_Heading-West_Ship-Cruiser-3.jpg,1,7B,West,Cruiser-3
20171106_191855_Location-5D_Heading-West_Ship-Fishing-1.jpg,1,5D,West,Fishing-1
20171106_191904_Empty.jpg,0,,,
20171106_191912_Location-4A_Heading-West_Ship-Freighter.jpg,1,4A,West,Freighter
20171106_191925_Location-4C_Heading-West_Ship-Cruiser-2.jpg,1,4C,West,Cruiser-2
20171106_191935_Location-7A_Heading-East_Ship-Fishing-2.jpg,1,7A,East,Fishing-2
20171106_191959_Location-3B_Heading-East_Ship-Cruiser-1.jpg,1,3B,East,Cruiser-1
20171106_192006_Empty.jpg,0,,,
20171106_192023_Location-2A_Heading-East_Ship-Fishing-2.jpg,1,2A,East,Fishing-2
20171106_192119_Location-2A_Heading-East_Ship-Freighter.jpg,1,2A,East,Freighter
20171106_192128_Location-3B_Heading-West_Ship-Cruiser-1.jpg,1,3B,West,Cruiser-1
20171106_192138_Empty.jpg,0,,,
20171106_192157_Location-4B_Heading-East_Ship-Fishing-2.jpg,1,4B,East,Fishing-2
20171106_192218_Location-4C_Heading-West_Ship-Cruiser-1.jpg,1,4C,West,Cruiser-1
20171106_192233_Location-2C_Heading-West_Ship-Cruiser-3.jpg,1,2C,West,Cruiser-3
20171106_192243_Location-1C_Heading-East_Ship-Cruiser-2.jpg,1,1C,East,Cruiser-2
20171106_192251_Location-2B_Heading-West_Ship-Cruiser-2.jpg,1,2B,West,Cruiser-2
20171106_192300_Location-2B_Heading-East_Ship-Fishing-2.jpg,1,2B,East,Fishing-2
20171106_192310_Location-7C_Heading-West_Ship-Freighter.jpg,1,7C,West,Freighter
20171106_192322_Location-4A_Heading-East_Ship-Cruiser-1.jpg,1,4A,East,Cruiser-1
20171106_192333_Location-6C_Heading-West_Ship-Freighter.jpg,1,6C,West,Freighter
20171106_192343_Location-1C_Heading-West_Ship-Cruiser-1.jpg,1,1C,West,Cruiser-1
20171106_192351_Empty.jpg,0,,,
20171106_192427_Empty.jpg,0,,,
20171106_192436_Location-7C_Heading-West_Ship-Fishing-2.jpg,1,7C,West,Fishing-2
20171106_192520_Location-1C_Heading-West_Ship-Cruiser-3.jpg,1,1C,West,Cruiser-3
20171106_192529_Location-7B_Heading-West_Ship-Cruiser-2.jpg,1,7B,West,Cruiser-2
20171106_192541_Location-3A_Heading-East_Ship-Cruiser-3.jpg,1,3A,East,Cruiser-3
20171106_192550_Location-6D_Heading-East_Ship-Cruiser-3.jpg,1,6D,East,Cruiser-3
20171106_192602_Location-5B_Heading-West_Ship-Freighter.jpg,1,5B,West,Freighter
20171106_192614_Location-1D_Heading-East_Ship-Cruiser-1.jpg,1,1D,East,Cruiser-1
20171106_192642_Location-2D_Heading-West_Ship-Freighter.jpg,1,2D,West,Freighter
20171106_192657_Location-3C_Heading-West_Ship-Cruiser-1.jpg,1,3C,West,Cruiser-1
20171106_192720_Location-2A_Heading-West_Ship-Fishing-2.jpg,1,2A,West,Fishing-2
20171106_192726_Empty.jpg,0,,,
20171106_192756_Location-7C_Heading-East_Ship-Freighter.jpg,1,7C,East,Freighter
20171106_192811_Location-7B_Heading-East_Ship-Cruiser-3.jpg,1,7B,East,Cruiser-3
20171106_192828_Location-1A_Heading-West_Ship-Cruiser-2.jpg,1,1A,West,Cruiser-2
20171106_192840_Location-5A_Heading-East_Ship-Cruiser-3.jpg,1,5A,East,Cruiser-3
20171106_192856_Empty.jpg,0,,,
20171106_192905_Location-3C_Heading-East_Ship-Cruiser-3.jpg,1,3C,East,Cruiser-3
20171106_192920_Location-4B_Heading-East_Ship-Fishing-2.jpg,1,4B,East,Fishing-2
20171106_192931_Location-4D_Heading-East_Ship-Fishing-1.jpg,1,4D,East,Fishing-1
20171106_192941_Location-7C_Heading-East_Ship-Cruiser-3.jpg,1,7C,East,Cruiser-3
20171106_193103_Location-6C_Heading-West_Ship-Cruiser-3.jpg,1,6C,West,Cruiser-3
20171106_193112_Location-2A_Heading-West_Ship-Cruiser-2.jpg,1,2A,West,Cruiser-2
20171106_193121_Empty.jpg,0,,,
20171106_193218_Location-7B_Heading-East_Ship-Cruiser-2.jpg,1,7B,East,Cruiser-2
20171106_193226_Location-6A_Heading-East_Ship-Fishing-1.jpg,1,6A,East,Fishing-1
20171106_193237_Location-7B_Heading-East_Ship-Cruiser-3.jpg,1,7B,East,Cruiser-3
20171106_193249_Location-2B_Heading-East_Ship-Cruiser-3.jpg,1,2B,East,Cruiser-3
20171106_193256_Location-5D_Heading-West_Ship-Cruiser-1.jpg,1,5D,West,Cruiser-1
20171106_193309_Location-6A_Heading-West_Ship-Cruiser-3.jpg,1,6A,West,Cruiser-3
20171106_193343_Location-7B_Heading-East_Ship-Cruiser-1.jpg,1,7B,East,Cruiser-1
20171106_193353_Empty.jpg,0,,,
20171106_193402_Location-6C_Heading-East_Ship-Cruiser-1.jpg,1,6C,East,Cruiser-1
20171106_193426_Location-4B_Heading-West_Ship-Cruiser-2.jpg,1,4B,West,Cruiser-2
20171106_193436_Location-6C_Heading-East_Ship-Cruiser-3.jpg,1,6C,East,Cruiser-3
20171106_193531_Location-4B_Heading-West_Ship-Cruiser-3.jpg,1,4B,West,Cruiser-3
20171106_193550_Empty.jpg,0,,,
20171106_193607_Location-6D_Heading-West_Ship-Fishing-2.jpg,1,6D,West,Fishing-2
20171106_193621_Empty.jpg,0,,,
20171106_193645_Location-4D_Heading-East_Ship-Fishing-1.jpg,1,4D,East,Fishing-1
20171106_193654_Empty.jpg,0,,,
20171106_193707_Location-3B_Heading-West_Ship-Fishing-1.jpg,1,3B,West,Fishing-1
20171106_193724_Location-4A_Heading-West_Ship-Fishing-1.jpg,1,4A,West,Fishing-1
20171106_193732_Location-7D_Heading-West_Ship-Fishing-2.jpg,1,7D,West,Fishing-2
20171106_193743_Location-4A_Heading-East_Ship-Fishing-2.jpg,1,4A,East,Fishing-2
20171106_193751_Location-2D_Heading-East_Ship-Fishing-2.jpg,1,2D,East,Fishing-2
20171106_193944_Location-5B_Heading-West_Ship-Freighter.jpg,1,5B,West,Freighter
20171106_193954_Location-4A_Heading-East_Ship-Cruiser-1.jpg,1,4A,East,Cruiser-1
20171106_194003_Location-2B_Heading-East_Ship-Freighter.jpg,1,2B,East,Freighter
20171106_194016_Location-7A_Heading-East_Ship-Cruiser-2.jpg,1,7A,East,Cruiser-2
20171106_194302_Location-6C_Heading-West_Ship-Cruiser-1.jpg,1,6C,West,Cruiser-1
20171106_194332_Location-3B_Heading-East_Ship-Freighter.jpg,1,3B,East,Freighter
20171106_194341_Location-7B_Heading-West_Ship-Freighter.jpg,1,7B,West,Freighter
20171106_194350_Location-5D_Heading-East_Ship-Cruiser-3.jpg,1,5D,East,Cruiser-3
20171106_194441_Location-7C_Heading-East_Ship-Fishing-2.jpg,1,7C,East,Fishing-2
20171106_194503_Location-4C_Heading-East_Ship-Cruiser-3.jpg,1,4C,East,Cruiser-3
20171106_194522_Location-7A_Heading-West_Ship-Cruiser-1.jpg,1,7A,West,Cruiser-1
20171106_194529_Location-2B_Heading-East_Ship-Freighter.jpg,1,2B,East,Freighter
20171106_194539_Location-6D_Heading-East_Ship-Cruiser-2.jpg,1,6D,East,Cruiser-2
20171106_194550_Location-4B_Heading-East_Ship-Cruiser-3.jpg,1,4B,East,Cruiser-3
20171106_194559_Location-7D_Heading-East_Ship-Cruiser-3.jpg,1,7D,East,Cruiser-3
20171106_194606_Location-3A_Heading-East_Ship-Cruiser-1.jpg,1,3A,East,Cruiser-1
20171106_194646_Empty.jpg,0,,,
20171106_194702_Location-4D_Heading-East_Ship-Freighter.jpg,1,4D,East,Freighter
20171106_194716_Empty.jpg,0,,,
20171106_194723_Location-5A_Heading-West_Ship-Cruiser-3.jpg,1,5A,West,Cruiser-3
20171106_194737_Location-3D_Heading-East_Ship-Cruiser-2.jpg,1,3D,East,Cruiser-2
20171106_194755_Location-5B_Heading-East_Ship-Fishing-2.jpg,1,5B,East,Fishing-2
20171106_194829_Location-7A_Heading-West_Ship-Cruiser-2.jpg,1,7A,West,Cruiser-2
20171106_194839_Location-3A_Heading-East_Ship-Fishing-1.jpg,1,3A,East,Fishing-1
20171106_194850_Location-2D_Heading-West_Ship-Cruiser-3.jpg,1,2D,West,Cruiser-3
20171106_194909_Location-2A_Heading-West_Ship-Cruiser-2.jpg,1,2A,West,Cruiser-2
20171106_194917_Empty.jpg,0,,,
20171106_194931_Location-3D_Heading-West_Ship-Cruiser-2.jpg,1,3D,West,Cruiser-2
20171106_195000_Location-4D_Heading-West_Ship-Fishing-2.jpg,1,4D,West,Fishing-2
20171106_195027_Empty.jpg,0,,,
20171106_195038_Location-2C_Heading-East_Ship-Cruiser-3.jpg,1,2C,East,Cruiser-3
20171106_195100_Location-6C_Heading-West_Ship-Fishing-1.jpg,1,6C,West,Fishing-1
20171106_195109_Location-2C_Heading-East_Ship-Fishing-2.jpg,1,2C,East,Fishing-2
20171106_195127_Location-4D_Heading-West_Ship-Cruiser-2.jpg,1,4D,West,Cruiser-2
20171106_195137_Empty.jpg,0,,,
20171106_195151_Empty.jpg,0,,,
20171106_195236_Location-1C_Heading-East_Ship-Freighter.jpg,1,1C,East,Freighter
20171106_195244_Location-5D_Heading-East_Ship-Fishing-2.jpg,1,5D,East,Fishing-2
20171106_195253_Location-1D_Heading-East_Ship-Fishing-2.jpg,1,1D,East,Fishing-2
20171106_195315_Location-7C_Heading-West_Ship-Cruiser-1.jpg,1,7C,West,Cruiser-1
20171106_195324_Empty.jpg,0,,,
20171106_195344_Location-2A_Heading-West_Ship-Cruiser-3.jpg,1,2A,West,Cruiser-3
20171106_195355_Location-3C_Heading-West_Ship-Freighter.jpg,1,3C,West,Freighter
20171106_195405_Location-3D_Heading-East_Ship-Cruiser-3.jpg,1,3D,East,Cruiser-3
20171106_195414_Location-5A_Heading-West_Ship-Cruiser-3.jpg,1,5A,West,Cruiser-3
20171106_195448_Location-3D_Heading-West_Ship-Fishing-2.jpg,1,3D,West,Fishing-2
20171106_195508_Location-1C_Heading-West_Ship-Fishing-2.jpg,1,1C,West,Fishing-2
20171106_195519_Location-5A_Heading-East_Ship-Cruiser-3.jpg,1,5A,East,Cruiser-3
20171106_195529_Location-2A_Heading-West_Ship-Freighter.jpg,1,2A,West,Freighter
20171106_195537_Location-4B_Heading-West_Ship-Cruiser-1.jpg,1,4B,West,Cruiser-1
20171106_195549_Location-1D_Heading-East_Ship-Cruiser-3.jpg,1,1D,East,Cruiser-3
20171106_195559_Location-5C_Heading-East_Ship-Fishing-2.jpg,1,5C,East,Fishing-2
20171106_195609_Empty.jpg,0,,,
20171106_195628_Location-3C_Heading-West_Ship-Cruiser-1.jpg,1,3C,West,Cruiser-1
20171106_195659_Location-7C_Heading-East_Ship-Cruiser-1.jpg,1,7C,East,Cruiser-1
20171106_195709_Location-6A_Heading-East_Ship-Cruiser-1.jpg,1,6A,East,Cruiser-1
20171106_195722_Location-2A_Heading-East_Ship-Fishing-1.jpg,1,2A,East,Fishing-1
20171106_195730_Location-1A_Heading-East_Ship-Cruiser-2.jpg,1,1A,East,Cruiser-2
20171106_195746_Location-3A_Heading-East_Ship-Cruiser-2.jpg,1,3A,East,Cruiser-2
20171106_195754_Location-2C_Heading-East_Ship-Fishing-2.jpg,1,2C,East,Fishing-2
20171106_195804_Location-2C_Heading-West_Ship-Fishing-2.jpg,1,2C,West,Fishing-2
20171106_195813_Location-7C_Heading-West_Ship-Fishing-1.jpg,1,7C,West,Fishing-1
20171106_195844_Location-7A_Heading-East_Ship-Freighter.jpg,1,7A,East,Freighter
20171106_195857_Location-6A_Heading-West_Ship-Cruiser-2.jpg,1,6A,West,Cruiser-2
20171106_195906_Location-3D_Heading-East_Ship-Cruiser-3.jpg,1,3D,East,Cruiser-3
20171106_195915_Location-3B_Heading-West_Ship-Fishing-1.jpg,1,3B,West,Fishing-1
20171106_195946_Location-7C_Heading-East_Ship-Fishing-1.jpg,1,7C,East,Fishing-1
20171107_154218_Location-1C_Heading-East_Ship-Cruiser-2.jpg,1,1C,East,Cruiser-2
20171107_154227_Empty.jpg,0,,,
20171107_154232_Location-2D_Heading-West_Ship-Fishing-2.jpg,1,2D,West,Fishing-2
20171107_154242_Location-1D_Heading-West_Ship-Cruiser-1.jpg,1,1D,West,Cruiser-1
20171107_154249_Empty.jpg,0,,,
20171107_154259_Empty.jpg,0,,,
20171107_154306_Location-3D_Heading-East_Ship-Freighter.jpg,1,3D,East,Freighter
20171107_154317_Empty.jpg,0,,,
20171107_154325_Empty.jpg,0,,,
20171107_154348_Empty.jpg,0,,,
20171107_154356_Location-3B_Heading-East_Ship-Cruiser-3.jpg,1,3B,East,Cruiser-3
20171107_154405_Location-4D_Heading-East_Ship-Cruiser-3.jpg,1,4D,East,Cruiser-3
20171107_154414_Location-7B_Heading-East_Ship-Cruiser-1.jpg,1,7B,East,Cruiser-1
20171107_154421_Location-2A_Heading-East_Ship-Fishing-1.jpg,1,2A,East,Fishing-1
20171107_154432_Location-6D_Heading-West_Ship-Fishing-1.jpg,1,6D,West,Fishing-1
20171107_154441_Location-1B_Heading-West_Ship-Freighter.jpg,1,1B,West,Freighter
20171107_154449_Location-5C_Heading-East_Ship-Fishing-1.jpg,1,5C,East,Fishing-1
20171107_154459_Location-5D_Heading-West_Ship-Fishing-1.jpg,1,5D,West,Fishing-1
20171107_154506_Location-6A_Heading-West_Ship-Freighter.jpg,1,6A,West,Freighter
20171107_154515_Location-5A_Heading-East_Ship-Cruiser-1.jpg,1,5A,East,Cruiser-1
20171107_154523_Location-5B_Heading-East_Ship-Freighter.jpg,1,5B,East,Freighter
20171107_154533_Location-6B_Heading-West_Ship-Freighter.jpg,1,6B,West,Freighter
20171107_154541_Location-1C_Heading-West_Ship-Cruiser-3.jpg,1,1C,West,Cruiser-3
20171107_154600_Location-2C_Heading-East_Ship-Cruiser-1.jpg,1,2C,East,Cruiser-1
20171107_154606_Location-7B_Heading-West_Ship-Fishing-2.jpg,1,7B,West,Fishing-2
20171107_154617_Location-6A_Heading-East_Ship-Fishing-1.jpg,1,6A,East,Fishing-1
20171107_154624_Location-7D_Heading-East_Ship-Cruiser-3.jpg,1,7D,East,Cruiser-3
20171107_154635_Empty.jpg,0,,,
20171107_154647_Empty.jpg,0,,,
20171107_154656_Empty.jpg,0,,,
20171107_154704_Empty.jpg,0,,,
20171107_154710_Location-7C_Heading-West_Ship-Fishing-2.jpg,1,7C,West,Fishing-2
20171107_154737_Location-5D_Heading-East_Ship-Cruiser-1.jpg,1,5D,East,Cruiser-1
20171107_154746_Location-7C_Heading-East_Ship-Fishing-1.jpg,1,7C,East,Fishing-1
20171107_154757_Location-5A_Heading-West_Ship-Cruiser-3.jpg,1,5A,West,Cruiser-3
20171107_154805_Location-1D_Heading-East_Ship-Cruiser-3.jpg,1,1D,East,Cruiser-3
20171107_154821_Location-7C_Heading-West_Ship-Fishing-1.jpg,1,7C,West,Fishing-1
20171107_154832_Location-4C_Heading-East_Ship-Cruiser-1.jpg,1,4C,East,Cruiser-1
20171107_154852_Location-7C_Heading-East_Ship-Cruiser-1.jpg,1,7C,East,Cruiser-1
20171107_154859_Location-3B_Heading-East_Ship-Freighter.jpg,1,3B,East,Freighter
20171107_154907_Location-4A_Heading-West_Ship-Cruiser-3.jpg,1,4A,West,Cruiser-3
20171107_154916_Location-1C_Heading-West_Ship-Cruiser-2.jpg,1,1C,West,Cruiser-2
20171107_154923_Location-1C_Heading-West_Ship-Fishing-2.jpg,1,1C,West,Fishing-2
20171107_154934_Location-4C_Heading-West_Ship-Cruiser-2.jpg,1,4C,West,Cruiser-2
20171107_155010_Location-7C_Heading-West_Ship-Cruiser-3.jpg,1,7C,West,Cruiser-3
20171107_155020_Location-7D_Heading-East_Ship-Cruiser-1.jpg,1,7D,East,Cruiser-1
20171107_155032_Location-2D_Heading-West_Ship-Freighter.jpg,1,2D,West,Freighter
20171107_155145_Empty.jpg,0,,,
20171107_155149_Location-7A_Heading-East_Ship-Fishing-2.jpg,1,7A,East,Fishing-2
20171107_155158_Location-3C_Heading-West_Ship-Cruiser-1.jpg,1,3C,West,Cruiser-1
20171107_155206_Location-1B_Heading-East_Ship-Cruiser-1.jpg,1,1B,East,Cruiser-1
20171107_155213_Location-4D_Heading-East_Ship-Fishing-2.jpg,1,4D,East,Fishing-2
20171107_155224_Location-1D_Heading-East_Ship-Cruiser-3.jpg,1,1D,East,Cruiser-3
20171107_155241_Location-1A_Heading-East_Ship-Fishing-1.jpg,1,1A,East,Fishing-1
20171107_155257_Location-2D_Heading-East_Ship-Fishing-2.jpg,1,2D,East,Fishing-2
20171107_155307_Location-1A_Heading-West_Ship-Cruiser-3.jpg,1,1A,West,Cruiser-3
20171107_155323_Location-1D_Heading-East_Ship-Cruiser-2.jpg,1,1D,East,Cruiser-2
20171107_155330_Location-1B_Heading-West_Ship-Fishing-2.jpg,1,1B,West,Fishing-2
20171107_155343_Location-4A_Heading-West_Ship-Cruiser-1.jpg,1,4A,West,Cruiser-1
20171107_155355_Location-5A_Heading-East_Ship-Freighter.jpg,1,5A,East,Freighter
20171107_155403_Location-1C_Heading-East_Ship-Fishing-2.jpg,1,1C,East,Fishing-2
20171107_155414_Location-2B_Heading-East_Ship-Cruiser-3.jpg,1,2B,East,Cruiser-3
20171107_155440_Empty.jpg,0,,,
20171107_155449_Empty.jpg,0,,,
20171107_155508_Empty.jpg,0,,,
20171107_155518_Location-6B_Heading-East_Ship-Fishing-2.jpg,1,6B,East,Fishing-2
20171107_155541_Location-6A_Heading-West_Ship-Fishing-2.jpg,1,6A,West,Fishing-2
20171107_155549_Location-6D_Heading-East_Ship-Cruiser-1.jpg,1,6D,East,Cruiser-1
20171107_155559_Location-3B_Heading-West_Ship-Fishing-2.jpg,1,3B,West,Fishing-2
20171107_155609_Location-5B_Heading-East_Ship-Freighter.jpg,1,5B,East,Freighter
20171107_155620_Location-2C_Heading-East_Ship-Cruiser-2.jpg,1,2C,East,Cruiser-2
20171107_155629_Location-3A_Heading-East_Ship-Cruiser-3.jpg,1,3A,East,Cruiser-3
20171107_155639_Location-6C_Heading-East_Ship-Cruiser-2.jpg,1,6C,East,Cruiser-2
20171107_155649_Empty.jpg,0,,,
20171107_155704_Location-4B_Heading-East_Ship-Fishing-1.jpg,1,4B,East,Fishing-1
20171107_155723_Empty.jpg,0,,,
20171107_155730_Location-6D_Heading-West_Ship-Fishing-2.jpg,1,6D,West,Fishing-2
